Order ID,Order Item ID,Order YearMonth,Order Quantity,Product Department,Product Category,Product Name,Customer ID,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Mode,Shipment Days - Scheduled,Gross Sales,Discount %,Profit,Order Datetime,Shipment Datetime,Order Processing Time
17376,43421,201504,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2945,Europe,Southern Europe,Spain,USA,Same Day,3,130,0.2,65,2015-04-20 02:28:00,2015-04-26,5
19321,48311,201505,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7795,Europe,Western Europe,Germany,USA,Same Day,3,130,0.05,65,2015-05-03 10:20:00,2015-05-07,3
23956,59976,201505,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,12115,Pacific Asia,Eastern Asia,China,USA,Same Day,3,130,0.03,65,2015-05-13 13:28:00,2015-05-16,2
45823,114535,201507,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1921,Africa,North Africa,Morocco,USA,Same Day,3,130,0.25,65,2015-07-10 12:20:00,2015-07-13,2
59348,148579,201508,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3597,LATAM,Central America,Honduras,USA,Same Day,3,130,0.04,65,2015-08-19 01:46:00,2015-08-22,2
61873,154669,201509,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5704,Europe,Western Europe,Germany,USA,Same Day,3,130,0.09,65,2015-09-04 08:45:00,2015-09-08,3
63905,159745,201509,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1232,Europe,Northern Europe,Ireland,USA,Same Day,3,130,0.12,65,2015-09-09 12:47:00,2015-09-12,2
65613,163976,201509,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4931,Europe,Western Europe,France,USA,Same Day,3,130,0.03,65,2015-09-20 06:17:00,2015-09-23,2
65613,163978,201509,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4931,Europe,Western Europe,France,USA,Same Day,3,130,0.02,65,2015-09-20 10:08:00,2015-09-24,3
3188,7939,201512,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7352,LATAM,Central America,El Salvador,USA,Second Class,2,130,0.03,65,2015-12-03 03:02:00,2015-12-06,2
3188,7938,201512,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7352,LATAM,Central America,El Salvador,USA,Second Class,2,130,0.04,65,2015-12-09 11:47:00,2015-12-13,3
8388,20946,201603,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10350,LATAM,South America,Brazil,USA,Second Class,2,130,0.25,65,2016-03-02 08:09:00,2016-03-05,2
11945,29853,201603,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9074,Europe,Western Europe,France,USA,Second Class,2,130,0.0,65,2016-03-20 11:38:00,2016-03-26,5
15248,38137,201610,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9441,Europe,Western Europe,Netherlands,USA,Second Class,2,130,0.16,65,2016-10-19 01:21:00,2016-10-22,2
15248,38138,201610,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9441,Europe,Western Europe,Netherlands,USA,Second Class,2,130,0.15,65,2016-10-21 06:57:00,2016-10-27,5
15313,38293,201610,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3302,Europe,Northern Europe,Finland,USA,Second Class,2,130,0.17,65,2016-10-28 20:26:00,2016-11-01,3
17978,44914,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6108,Europe,Southern Europe,Italy,USA,Second Class,2,130,0.15,65,2017-01-01 21:34:00,2017-01-06,4
17998,44971,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5559,Europe,Southern Europe,Italy,USA,Second Class,2,130,0.06,65,2017-01-01 21:34:00,2017-01-06,4
17998,44970,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5559,Europe,Southern Europe,Italy,USA,Second Class,2,130,0.07,65,2017-01-03 00:54:00,2017-01-06,2
29593,74058,201708,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1952,Pacific Asia,Eastern Asia,Japan,USA,Second Class,2,130,0.12,65,2017-08-30 02:08:00,2017-09-03,3
45683,114188,201505,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10604,Pacific Asia,West Asia,Iraq,USA,Second Class,2,130,0.0,65,2015-05-08 05:36:00,2015-05-08,0
51225,128005,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,12009,Europe,Eastern Europe,Romania,USA,Second Class,2,130,0.01,65,2015-10-09 16:56:00,2015-10-10,0
51225,128004,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,12009,Europe,Eastern Europe,Romania,USA,Second Class,2,130,0.02,65,2015-10-10 00:39:00,2015-10-10,0
51528,128770,201511,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11648,LATAM,Central America,Mexico,USA,Second Class,2,130,0.01,65,2015-11-19 21:58:00,2015-11-20,0
53313,133208,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1239,LATAM,Caribbean,Barbados,USA,Second Class,2,130,0.03,65,2016-09-17 11:12:00,2016-09-17,0
53878,134723,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7103,LATAM,Central America,Nicaragua,USA,Second Class,2,130,0.07,65,2016-09-30 07:30:00,2016-09-30,0
53878,134724,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7103,LATAM,Central America,Nicaragua,USA,Second Class,2,130,0.06,65,2016-09-30 07:30:00,2016-09-30,0
59523,148986,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3858,LATAM,Central America,Mexico,USA,Second Class,2,130,0.06,65,2017-01-04 17:32:00,2017-01-05,0
65283,163151,201706,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3180,Europe,Western Europe,France,USA,Second Class,2,130,0.03,65,2017-06-22 04:31:00,2017-06-22,0
65955,164836,201706,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6620,Europe,Northern Europe,United Kingdom,USA,Second Class,2,130,0.03,65,2017-06-22 20:59:00,2017-06-23,0
893,2227,201503,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3106,LATAM,Caribbean,Cuba,USA,First Class,1,130,0.09,65,2015-03-18 18:48:00,2015-03-20,1
2596,6509,201508,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3603,LATAM,Central America,El Salvador,USA,First Class,1,130,0.1,65,2015-08-07 02:08:00,2015-08-09,1
4706,11799,201512,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8630,LATAM,Central America,El Salvador,USA,First Class,1,130,0.0,65,2015-12-17 06:31:00,2015-12-19,1
5166,12908,201603,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9308,LATAM,Central America,Mexico,USA,First Class,1,130,0.06,65,2016-03-25 05:51:00,2016-03-27,1
11671,29185,201706,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,555,Europe,Western Europe,Germany,USA,First Class,1,130,0.01,65,2017-06-03 20:08:00,2017-06-05,1
17023,42566,201501,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5026,Europe,Western Europe,France,USA,First Class,1,130,0.16,65,2015-01-14 00:30:00,2015-01-16,1
19615,49042,201503,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10984,Europe,Western Europe,Netherlands,USA,First Class,1,130,0.03,65,2015-03-10 16:22:00,2015-03-12,1
19985,49961,201503,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5314,Europe,Western Europe,France,USA,First Class,1,130,0.03,65,2015-03-23 17:55:00,2015-03-25,1
21361,53417,201504,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4020,Pacific Asia,South Asia,India,USA,First Class,1,130,0.1,65,2015-04-17 19:49:00,2015-04-19,1
27805,69610,201506,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,18,Pacific Asia,Southeast Asia,Cambodia,USA,First Class,1,130,0.05,65,2015-06-10 09:14:00,2015-06-12,1
29386,73530,201506,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1534,Pacific Asia,Oceania,Australia,USA,First Class,1,130,0.07,65,2015-06-20 08:31:00,2015-06-22,1
29386,73529,201506,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1534,Pacific Asia,Oceania,Australia,USA,First Class,1,130,0.09,65,2015-06-24 21:28:00,2015-06-26,1
41355,103231,201507,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1142,Africa,North Africa,Tunisia,USA,First Class,1,130,0.16,65,2015-07-01 10:04:00,2015-07-03,1
41355,103229,201507,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1142,Africa,North Africa,Tunisia,USA,First Class,1,130,0.17,65,2015-07-01 19:32:00,2015-07-03,1
43206,107932,201508,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,682,North America,Canada,Canada,USA,First Class,1,130,0.17,65,2015-08-06 22:17:00,2015-08-08,1
43206,107929,201508,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,682,North America,Canada,Canada,USA,First Class,1,130,0.18,65,2015-08-30 06:29:00,2015-09-01,1
43541,108744,201509,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2805,Africa,Central Africa,Democratic Republic of Congo,USA,First Class,1,130,0.03,65,2015-09-06 11:33:00,2015-09-08,1
47693,119258,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7584,Africa,North Africa,Egypt,USA,First Class,1,130,0.16,65,2015-10-02 04:10:00,2015-10-04,1
51343,128319,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2917,LATAM,Central America,Honduras,USA,First Class,1,130,0.07,65,2015-10-19 17:17:00,2015-10-21,1
51645,129046,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2605,LATAM,South America,Venezuela,USA,First Class,1,130,0.07,65,2015-10-27 21:07:00,2015-10-29,1
51645,129050,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2605,LATAM,South America,Venezuela,USA,First Class,1,130,0.06,65,2015-10-27 21:07:00,2015-10-29,1
53298,133169,201511,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7320,LATAM,South America,Brazil,USA,First Class,1,130,0.07,65,2015-11-09 06:55:00,2015-11-11,1
55843,139641,201511,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10750,LATAM,South America,Peru,USA,First Class,1,130,0.12,65,2015-11-29 12:08:00,2015-12-01,1
55843,139642,201512,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10750,LATAM,South America,Peru,USA,First Class,1,130,0.1,65,2015-12-05 10:44:00,2015-12-07,1
57083,142785,201512,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1768,LATAM,Central America,Nicaragua,USA,First Class,1,130,0.03,65,2015-12-13 10:22:00,2015-12-15,1
65261,163091,201608,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9906,Europe,Western Europe,France,USA,First Class,1,130,0.16,65,2016-08-26 16:08:00,2016-08-28,1
67871,169691,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3180,Europe,Northern Europe,United Kingdom,USA,First Class,1,130,0.03,65,2016-09-01 19:38:00,2016-09-03,1
67871,169694,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3180,Europe,Northern Europe,United Kingdom,USA,First Class,1,130,0.02,65,2016-09-02 10:42:00,2016-09-04,1
21666,54178,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4331,Pacific Asia,Eastern Asia,China,Puerto Rico,First Class,1,130,0.17,65,2016-09-29 01:23:00,2016-10-01,1
15036,37646,201612,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7848,Europe,Southern Europe,Italy,USA,Second Class,2,130,0.06,65,2016-12-18 13:32:00,2016-12-20,1
15036,37645,201612,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7848,Europe,Southern Europe,Italy,USA,Second Class,2,130,0.07,65,2016-12-26 12:07:00,2016-12-28,1
21991,55013,201612,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,220,Pacific Asia,Oceania,Australia,USA,Second Class,2,130,0.17,65,2016-12-28 20:31:00,2016-12-30,1
21991,55016,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,220,Pacific Asia,Oceania,Australia,USA,Second Class,2,130,0.15,65,2017-01-19 11:23:00,2017-01-21,1
21991,55015,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,220,Pacific Asia,Oceania,Australia,USA,Second Class,2,130,0.16,65,2017-01-23 21:11:00,2017-01-25,1
23996,60055,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4595,Pacific Asia,Oceania,Australia,USA,Second Class,2,130,0.09,65,2017-01-23 21:11:00,2017-01-25,1
31031,77558,201703,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11988,Pacific Asia,Oceania,Australia,USA,Second Class,2,130,0.18,65,2017-03-26 03:56:00,2017-03-28,1
45366,113355,201705,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5905,Pacific Asia,West Asia,Saudi Arabia,USA,Second Class,2,130,0.25,65,2017-05-01 07:44:00,2017-05-03,1
47341,118353,201705,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6150,Europe,Eastern Europe,Russia,USA,Second Class,2,130,0.2,65,2017-05-20 14:53:00,2017-05-22,1
47341,118354,201705,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6150,Europe,Eastern Europe,Russia,USA,Second Class,2,130,0.18,65,2017-05-20 14:53:00,2017-05-22,1
53356,133310,201705,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3619,LATAM,South America,Argentina,USA,Second Class,2,130,0.15,65,2017-05-28 13:50:00,2017-05-30,1
53556,133845,201706,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9028,LATAM,Central America,Mexico,USA,Second Class,2,130,0.25,65,2017-06-26 18:31:00,2017-06-28,1
57396,143564,201707,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10770,LATAM,Caribbean,Dominican Republic,USA,Second Class,2,130,0.0,65,2017-07-06 00:17:00,2017-07-08,1
59051,147803,201707,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9662,LATAM,South America,Ecuador,USA,Second Class,2,130,0.09,65,2017-07-18 16:44:00,2017-07-20,1
59051,147801,201708,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9662,LATAM,South America,Ecuador,USA,Second Class,2,130,0.1,65,2017-08-02 04:17:00,2017-08-04,1
65641,164047,201709,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9571,Europe,Southern Europe,Italy,USA,Second Class,2,130,0.06,65,2017-09-17 17:53:00,2017-09-19,1
67316,168250,201709,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,737,Europe,Northern Europe,United Kingdom,USA,Second Class,2,130,0.04,65,2017-09-23 10:52:00,2017-09-25,1
67851,169641,201709,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8285,Europe,Western Europe,Netherlands,USA,Second Class,2,130,0.07,65,2017-09-27 22:25:00,2017-09-29,1
43205,107928,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8012,Africa,West Africa,Nigeria,USA,Standard Class,4,130,0.2,65,2016-09-22 16:17:00,2016-09-28,5
43278,108120,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,898,Africa,West Africa,Nigeria,USA,Standard Class,4,130,0.05,65,2016-09-23 17:51:00,2016-09-27,3
43835,109488,201610,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6907,Africa,East Africa,Mozambique,USA,Standard Class,4,130,0.01,65,2016-10-01 21:00:00,2016-10-07,5
45841,114579,201610,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4413,Africa,Southern Africa,South Africa,USA,Standard Class,4,130,0.16,65,2016-10-31 03:47:00,2016-11-02,1
49688,124205,201612,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4639,Africa,East Africa,Tanzania,USA,Standard Class,4,130,0.04,65,2016-12-26 07:34:00,2016-12-30,3
21688,54250,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7613,Pacific Asia,Southeast Asia,Singapore,USA,Standard Class,4,130,0.0,65,2015-10-28 08:20:00,2015-10-30,1
21868,54682,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11979,Pacific Asia,Southeast Asia,Indonesia,USA,Standard Class,4,130,0.1,65,2015-10-29 01:09:00,2015-11-03,4
21868,54683,201510,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11979,Pacific Asia,Southeast Asia,Indonesia,USA,Standard Class,4,130,0.09,65,2015-10-29 13:04:00,2015-11-02,3
21966,54942,201511,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10291,Pacific Asia,Oceania,Australia,USA,Standard Class,4,130,0.1,65,2015-11-08 01:08:00,2015-11-13,4
23258,58233,201511,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3753,Pacific Asia,Eastern Asia,Japan,USA,Standard Class,4,130,0.18,65,2015-11-09 00:36:00,2015-11-11,1
25336,63453,201512,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3396,Pacific Asia,Southeast Asia,Philippines,USA,Standard Class,4,130,0.0,65,2015-12-11 08:58:00,2015-12-14,2
25626,64190,201512,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6407,Pacific Asia,Oceania,Australia,USA,Standard Class,4,130,0.03,65,2015-12-16 14:24:00,2015-12-22,5
27848,69717,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7036,Pacific Asia,Southeast Asia,Malaysia,USA,Standard Class,4,130,0.04,65,2017-01-06 16:08:00,2016-01-02,-371
27888,69814,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4226,Pacific Asia,South Asia,India,USA,Standard Class,4,130,0.18,65,2017-01-10 15:25:00,2016-01-04,-373
29923,74850,201601,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8204,Pacific Asia,Oceania,Australia,USA,Standard Class,4,130,0.25,65,2016-01-10 01:34:00,2016-01-10,0
41686,104060,201601,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7884,Pacific Asia,West Asia,Turkey,USA,Standard Class,4,130,0.04,65,2016-01-26 23:37:00,2016-01-28,1
49335,123325,201602,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3512,Pacific Asia,South Asia,Iran,USA,Standard Class,4,130,0.02,65,2016-02-08 06:58:00,2016-02-13,4
21376,53456,201602,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4295,Pacific Asia,South Asia,India,USA,Standard Class,4,130,0.03,65,2016-02-14 05:54:00,2016-02-16,1
25048,62759,201602,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,737,Pacific Asia,South Asia,India,USA,Standard Class,4,130,0.16,65,2016-02-26 11:08:00,2016-03-01,3
25048,62760,201602,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,737,Pacific Asia,South Asia,India,USA,Standard Class,4,130,0.15,65,2016-02-26 13:57:00,2016-03-01,3
27605,69115,201603,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9824,Pacific Asia,Southeast Asia,Philippines,USA,Standard Class,4,130,0.2,65,2016-03-14 12:21:00,2016-03-17,2
27628,69176,201603,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3710,Pacific Asia,Oceania,Australia,USA,Standard Class,4,130,0.05,65,2016-03-14 18:18:00,2016-03-16,1
27628,69178,201603,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3710,Pacific Asia,Oceania,Australia,USA,Standard Class,4,130,0.04,65,2016-03-15 11:49:00,2016-03-18,2
29353,73438,201603,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,646,Pacific Asia,Southeast Asia,Thailand,USA,Standard Class,4,130,0.17,65,2016-03-30 23:53:00,2016-03-31,0
29353,73437,201608,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,646,Pacific Asia,Southeast Asia,Thailand,USA,Standard Class,4,130,0.18,65,2016-08-26 05:59:00,2016-04-05,-144
29515,73863,201608,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9819,Pacific Asia,Eastern Asia,China,USA,Standard Class,4,130,0.25,65,2016-08-29 21:55:00,2016-08-28,-2
29515,73861,201608,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9819,Pacific Asia,Eastern Asia,China,USA,Standard Class,4,130,0.0,65,2016-08-31 12:06:00,2016-09-01,0
41326,103166,201610,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7055,Pacific Asia,West Asia,Turkey,USA,Standard Class,4,130,0.04,65,2016-10-16 07:08:00,2016-10-12,-5
43343,108279,201610,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,841,Pacific Asia,South Asia,Iran,USA,Standard Class,4,130,0.09,65,2016-10-18 23:57:00,2016-10-20,1
45008,112388,201611,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4175,Pacific Asia,Central Asia,Kazakhstan,USA,Standard Class,4,130,0.12,65,2016-11-25 20:02:00,2016-11-05,-21
45963,114866,201612,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7362,Pacific Asia,West Asia,Turkey,USA,Standard Class,4,130,0.17,65,2016-12-12 01:59:00,2016-12-12,0
45963,114862,201612,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7362,Pacific Asia,West Asia,Turkey,USA,Standard Class,4,130,0.18,65,2016-12-12 01:59:00,2016-12-16,3
19041,47593,201609,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,12014,Europe,Western Europe,Austria,Puerto Rico,Standard Class,4,130,0.2,65,2016-09-17 15:25:00,2016-09-23,5
11025,27603,201611,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6011,Europe,Northern Europe,Denmark,USA,Standard Class,4,130,0.12,65,2016-11-11 20:04:00,2016-11-13,1
11025,27604,201611,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6011,Europe,Northern Europe,Denmark,USA,Standard Class,4,130,0.1,65,2016-11-13 06:03:00,2016-11-17,3
11361,28419,201611,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,11760,Europe,Southern Europe,Spain,USA,Standard Class,4,130,0.09,65,2016-11-30 12:09:00,2016-12-06,5
11526,28821,201612,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,6677,Europe,Southern Europe,Spain,USA,Standard Class,4,130,0.15,65,2016-12-26 02:18:00,2016-12-30,3
11606,29020,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10612,Europe,Western Europe,France,USA,Standard Class,4,130,0.18,65,2017-01-02 09:50:00,2017-01-07,4
11805,29518,201701,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7475,Europe,Western Europe,Germany,USA,Standard Class,4,130,0.16,65,2017-01-08 10:52:00,2017-01-12,3
13211,33061,201707,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9671,Europe,Western Europe,Netherlands,USA,Standard Class,4,130,0.09,65,2017-07-11 13:46:00,2017-07-13,1
13695,34307,201707,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2418,Europe,Western Europe,Germany,USA,Standard Class,4,130,0.0,65,2017-07-20 22:41:00,2017-07-24,3
15576,38937,201708,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7803,Europe,Northern Europe,Denmark,USA,Standard Class,4,130,0.02,65,2017-08-30 18:15:00,2017-09-04,4
15971,39903,201709,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,273,Europe,Western Europe,Germany,USA,Standard Class,4,130,0.15,65,2017-09-06 00:33:00,2017-09-10,3
17503,43750,201509,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,4032,Europe,Western Europe,France,USA,Standard Class,4,130,0.13,65,2015-09-22 16:47:00,2015-09-27,4
19933,49824,201506,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3755,Europe,Western Europe,France,USA,Standard Class,4,130,0.04,65,2015-06-22 07:28:00,2015-06-28,5
43653,109031,201506,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9585,Europe,Eastern Europe,Russia,USA,Standard Class,4,130,0.05,65,2015-06-28 18:40:00,2015-07-02,3
43653,109029,201506,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9585,Europe,Eastern Europe,Russia,USA,Standard Class,4,130,0.06,65,2015-06-30 05:42:00,2015-07-04,3
45281,113140,201507,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10288,Europe,Southern Europe,Bosnia and Herzegovina,USA,Standard Class,4,130,0.07,65,2015-07-03 03:04:00,2015-07-05,1
47816,119567,201507,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8316,Europe,Eastern Europe,Russia,USA,Standard Class,4,130,0.12,65,2015-07-19 21:37:00,2015-07-25,5
49673,124172,201507,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2970,Europe,Eastern Europe,Ukraine,USA,Standard Class,4,130,0.12,65,2015-07-21 07:15:00,2015-07-23,1
61801,154486,201508,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8308,Europe,Southern Europe,Spain,USA,Standard Class,4,130,0.17,65,2015-08-09 11:36:00,2015-08-15,5
63098,157754,201508,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,10257,Europe,Western Europe,Germany,USA,Standard Class,4,130,0.15,65,2015-08-19 06:41:00,2015-08-21,1
